subject,pe,se,lz,hjorth_mob,hjorth_cplx,p300
sub-028,0.6548609618218476,0.33508431134636485,0.4110478627265517,0.12159413944317278,2.395334468757221,4.636045639898351e-06
sub-028,0.5918835192978454,0.2833624113072645,0.49325743527186205,0.19266300853189416,1.3344919229799184,-3.4984484696388015e-06
sub-028,0.5396804675314182,0.20351645720052114,0.32883829018124133,0.11678285478948106,1.7874348805276206,3.729075958172401e-06
sub-028,0.6156758503815998,0.29415458695739843,0.4110478627265517,0.10392206012974758,2.667225407274505,5.249695793129177e-06
sub-028,0.4647597101860063,0.29423947299793995,0.4110478627265517,0.09115910999429747,2.541762332685082,-2.88194650564585e-08
sub-028,0.5489175078558625,0.415221283053529,0.49325743527186205,0.1878399406616966,1.129003149620314,1.1670565715191673e-05
sub-028,0.5580861450245486,0.21689570037584677,0.32883829018124133,0.1001569436929102,1.8506663517159057,6.106424645505694e-06
sub-028,0.5332028158056714,0.41566927828240613,0.5754670078171724,0.178482363184939,1.016278366735448,-9.57147885013082e-06
sub-028,0.5909818381699268,0.24824034040048423,0.4110478627265517,0.1510633913662708,1.530174139105686,7.565457037750893e-06
sub-028,0.5384620265792534,0.4234836136108427,0.49325743527186205,0.18428150978950358,1.0951282714652226,-4.317060952077678e-06
sub-028,0.5092640523464914,0.3373536822490186,0.32883829018124133,0.13758363669139317,1.5448312382100915,-5.242583253391382e-06
sub-028,0.5056217857086768,0.31406882762497584,0.49325743527186205,0.12718479065565244,2.3880875411923372,8.676408396186355e-06
sub-028,0.5691524128025661,0.48068852934575196,0.4110478627265517,0.14036786182504662,1.7873323029260557,1.0361980112155631e-05
sub-028,0.5022724519051495,0.2700271372130601,0.4110478627265517,0.1314421025684933,1.5316556967127681,-3.71138097407695e-07
sub-028,0.6158321174716654,0.23077394017990135,0.32883829018124133,0.1401990935719877,1.582167522795707,8.69768774061361e-06
sub-028,0.5318754369193467,0.37792895029955914,0.5754670078171724,0.1634185667088889,1.4509012835211423,4.391427540659211e-06
sub-028,0.47893055890846176,0.29423947299793995,0.49325743527186205,0.18318140371608874,0.9291013386943411,-8.252860369897827e-06
sub-028,0.572487982373566,0.5496654570822546,0.49325743527186205,0.18840705154757525,1.2768803125126245,1.176143102325295e-05
sub-028,0.5563089818174047,0.3164314857377668,0.4110478627265517,0.16186321600176212,1.5523075509957442,-7.653846126604187e-06
sub-028,0.5835647632213296,0.30461113455222893,0.4110478627265517,0.19437600862042678,1.2487728780412348,3.439035026444124e-06
sub-028,0.6339061615696354,0.46676563397196014,0.4110478627265517,0.24540008694171883,1.3618738602613227,1.2369609353821922e-05
sub-028,0.4934566226889875,0.3101549283038396,0.4110478627265517,0.12548434712244588,1.6831538379983635,-4.990447030883105e-06
sub-028,0.5573884484600163,0.3431118773911117,0.5754670078171724,0.14677794883636863,1.8622501327286498,3.863556526104861e-06
sub-028,0.4935838211667353,0.3334916084830752,0.32883829018124133,0.1485105935528877,1.4279571377086837,2.288914152394228e-06
sub-028,0.5753693509041018,0.3221682485229503,0.49325743527186205,0.18853734841440303,1.3992679955485703,3.3120122404328065e-06
sub-028,0.47893055890846176,0.4848018503446855,0.49325743527186205,0.15636520941233487,1.2083571978285321,-3.287416902651861e-06
sub-028,0.5646821810149647,0.46689964330814443,0.5754670078171724,0.17168180963316343,1.4044837487917414,2.1989185909370867e-06
sub-028,0.49962296169462794,0.31458952537170526,0.4110478627265517,0.13519819437293534,1.7643040471087255,2.1433331610945316e-06
sub-028,0.4928178290580529,0.1969982712098875,0.5754670078171724,0.13960277264284035,1.2311139704290983,-7.209595074674459e-06
sub-028,0.534515670506845,0.23602945359036784,0.32883829018124133,0.13956143949957323,1.8402193735607308,-4.035619940527504e-06
sub-028,0.5723621907836566,0.3692620594442038,0.4110478627265517,0.14685934094792003,1.8971560310149251,7.3415312990126005e-06
sub-028,0.5462895804701012,0.34122283937981074,0.5754670078171724,0.13104579400784647,1.6496280187831516,-4.683146941500718e-06
sub-028,0.5617623146491274,0.4373584718841182,0.4110478627265517,0.1685931030354812,1.5215113200350434,9.225172170706922e-06
sub-028,0.5436843076755311,0.381014012244,0.4110478627265517,0.18183377133012346,1.0290322700063748,1.7598181195089414e-07
sub-028,0.6177910265747998,0.5092243423990169,0.5754670078171724,0.20395687973105042,1.4503108925842358,-1.3428940560515315e-05
sub-028,0.5068737234358001,0.31559086056885755,0.4110478627265517,0.12408989193313977,1.4448933988684132,-2.1166004549229474e-06
sub-028,0.5401242677287856,0.13086827520503896,0.49325743527186205,0.13453252322282278,1.6820575941450384,1.1898567922437028e-05
sub-043,0.5646821810149647,0.3832229593744436,0.49325743527186205,0.1024879044336534,2.6638773281734878,6.8351660485263885e-06
sub-043,0.572487982373566,0.479182684004732,0.32883829018124133,0.16048264200043574,1.7162603294095555,3.911317635746872e-06
sub-043,0.46821854811136715,0.40291733602936564,0.49325743527186205,0.14129393653669517,1.272763086394441,-1.3066578775417234e-05
sub-043,0.5583790794098652,0.351662402115188,0.4110478627265517,0.14215437301392533,1.9142750702135471,-4.19600984419267e-06
