beta,SE,z,p,R2_marginal,n_trials,n_subjects,electrode,kind,measure
0.04771314294070045,0.02624151306266919,1.818231396442475,0.06902877322084988,0.002035259428827368,1625,33,HEOG_left,real,perm_entropy_to_Pz
0.03494202176685097,0.025691400469503845,1.3600668366961068,0.1738087744109611,0.0011377322708855375,1625,33,HEOG_left,real,hjorth_mob_to_Pz
0.03747549611952782,0.03352838626644491,1.1177244207852963,0.2636847094677477,0.0013230649777709533,943,26,HEOG_left,pseudo,perm_entropy_to_Pz
0.04793235466830054,0.033710548306992785,1.421880007165521,0.15506108807996744,0.002138278471438559,943,26,HEOG_left,pseudo,hjorth_mob_to_Pz
0.017902534669707617,0.026220996921974764,0.6827556832785493,0.4947612373432617,0.00028684835384520593,1625,33,HEOG_right,real,perm_entropy_to_Pz
0.03430018899195148,0.02513277970644792,1.3647590673446928,0.1723287878692601,0.001144914225580813,1625,33,HEOG_right,real,hjorth_mob_to_Pz
0.03903607705963695,0.0332254958312932,1.174883205892479,0.2400414453786488,0.001460289746415988,943,26,HEOG_right,pseudo,perm_entropy_to_Pz
0.02729034952268867,0.036893546950580516,0.7397052270209887,0.4594788757621102,0.0005779383896788766,943,26,HEOG_right,pseudo,hjorth_mob_to_Pz
0.04770961301997658,0.024759925773717002,1.9268883701832815,0.05399354316131033,0.002280265833337005,1625,33,O1,real,perm_entropy_to_Pz
0.040185443731213535,0.027321893258568788,1.470814754706299,0.14134122109312353,0.0013297600905265996,1625,33,O1,real,hjorth_mob_to_Pz
0.020728564115963032,0.036248671257928966,0.5718434192654415,0.5674280588594569,0.0003464809168365744,943,26,O1,pseudo,perm_entropy_to_Pz
0.030682924865120417,0.036124039522927455,0.8493769044197387,0.39567160028505155,0.0007628055188821449,943,26,O1,pseudo,hjorth_mob_to_Pz
